id,foursquare:id,name,foursquare:name,fuzzywuzzy:match
35453525,4ab84166f964a520bd7c20e3,Hewes St (J-M),MTA Subway - Marcy Ave (J/M/Z),42
35453527,4b2d6938f964a52019d624e3,Essex St (J-M-Z),MTA Subway - Lower East Side/2nd Ave (F),31
35453531,4e0e8ffcd22d8582bdc0fe97,138th St - Grand Concourse (4-5),MTA - 149St G.C. (2) (4) (5),37
35453533,4b0b2275f964a520772d23e3,5th Ave - 53rd St (E-M),MTA Subway - 47th-50th St/Rockefeller Center (B/D/F/M),30
35453535,4b572861f964a520ac2828e3,Lexington Ave - 53rd St (E-M),MTA Subway - Lexington Ave/59th St (N/Q/R/4/5/6),65
35453537,49e36914f964a5207b621fe3,28th St (N-R),Herald Square,15
35453539,49e36914f964a5207b621fe3,Herald Sq - 34th St (N-Q-R),Herald Square,69
35453541,4b4ba686f964a520d9a226e3,1st Ave (L),MTA Subway - 3rd Ave (L),72
35453543,42829c80f964a5206a221fe3,Grand Central - 42nd St (S),Grand Central Terminal,68
35453545,4adcd010f964a5206e3021e3,Times Sq - 42nd St (S),MTA Subway - 42nd St/Bryant Park (B/D/F/M),59
35453549,42829c80f964a5206a221fe3,42nd St - Bryant Pk (B-D-F-M),Grand Central Terminal,22
35453551,49e36914f964a5207b621fe3,Times Sq - 42nd St (N-Q-R),Herald Square,30
35453553,,Metropolitan Ave (G),,0
35453555,,Grand St (L),,0
35453557,,Graham Ave (L),,0
35453559,,Lorimer St (L),,0
35453561,,Bedford Ave (L),,0
35453563,4a6d2857f964a5209fd21fe3,Broadway (G),MTA Subway  - Lorimer St (J/M),33
35453567,4a6d2857f964a5209fd21fe3,Lorimer St (J-M),MTA Subway  - Lorimer St (J/M),93
35453569,,Montrose Ave (L),,0
35453571,4ad684abf964a520970721e3,23rd St - Ely Av (E-M),MTA Subway - Queensboro Plaza (N/Q/7),27
35453573,4ad684abf964a520970721e3,Long Island City - Court Sq (G),MTA Subway - Queensboro Plaza (N/Q/7),35
35453575,4b280de9f964a520498e24e3,21st St (G),MTA Subway - Hunters Point Ave (7),45
35453577,4b609fedf964a520f2f029e3,39th Ave (N-Q),MTA Subway - 36th St (M/R),51
35453579,4b609fedf964a520f2f029e3,36th Ave (N-Q),MTA Subway - 36th St (M/R),59
35453581,,145th St (1),,0
35453585,4c432dc5ff711b8d48891405,157th St (1),MTA Subway - 157th St (1),100
35453587,4b0e1598f964a520c85423e3,96th St (1-2-3),MTA Subway - 96th St (1/2/3),86
35453589,,103rd St (1),,0
35453591,,Central Park North (110th St) (2-3),,0
35453593,4b698533f964a520a8a52be3,103rd St (A-B-C),MTA Subway - 103rd St (B/C),86
35453595,,Cathedral Pkwy (110th St) (A-B-C),,0
35453597,4adf9445f964a520c47b21e3,72nd St (1-2-3),MTA Subway - 72nd St/Broadway (1/2/3),46
35453599,4adf9445f964a520c47b21e3,72nd St (A-B-C),MTA Subway - 72nd St/Broadway (1/2/3),53
35453603,4b129b4ff964a520458b23e3,81st St (A-B-C),MTA Subway - 79th St (1),53
35453605,4bafc607f964a520b21f3ce3,75th Ave (E-F),MTA Subway - Union Tpke/Kew Gardens (E/F),50
35453607,4bafc607f964a520b21f3ce3,Kew Gardens - Union Tpke (E-F),MTA Subway - Union Tpke/Kew Gardens (E/F),53
35453609,4af0ab4cf964a52020de21e3,86th St (A-B-C),MTA Subway - 81st St (B/C),71
35453611,4b0eed54f964a520e55c23e3,96th St (A-B-C),MTA Subway - 96th St (B/C),85
35453613,4b15bfd2f964a520b9b323e3,Cathedral Pkwy (110th St) (1),MTA Subway - 116th St/Columbia University (1),37
35453615,4b15bfd2f964a520b9b323e3,116th St - Columbia University (1),MTA Subway - 116th St/Columbia University (1),93
35453617,49de0156f964a52021601fe3,125th St (2-3),Metro North - Harlem 125th Station,59
35453621,4ac1c7d4f964a520a89720e3,135th St (2-3),MTA Subway - 135th St (2/3),92
35453623,4e0e8ffcd22d8582bdc0fe97,149th St - Grand Concourse (4),MTA - 149St G.C. (2) (4) (5),34
35453625,,116th St (2-3),,0
35453627,,Tremont Ave (B-D),,0
35453629,4b5a8d8df964a5200fcb28e3,182nd-183rd Sts (B-D),MTA Subway - 182nd/183rd Sts (B/D),90
35453631,4b2c7911f964a52044c724e3,137th St - City College (1),MTA Subway - 137th St/City College (1),92
35453633,4b6038aef964a5209dda29e3,145th St (3),MTA Subway - Harlem/148th St (3),91
35453635,4b9f8632f964a520b52837e3,176th St (4),MTA Subway - Mount Eden Ave (4),41
35453639,4b5a8d8df964a5200fcb28e3,Burnside Ave (4),MTA Subway - 182nd/183rd Sts (B/D),33
35453641,,170th St (B-D),,0
35453643,4b9f8632f964a520b52837e3,174th-175th Sts (B-D),MTA Subway - Mount Eden Ave (4),25
35453645,,168th St (1),,0
35453647,4b3c1211f964a5204b8125e3,181st St (1),MTA Subway - 181st St (A),91
35453649,,168th St (A-C),,0
35453651,4b06d110f964a520c3f022e3,191st St (1),MTA Subway - 190th St (A),75
35453653,4b3c1211f964a5204b8125e3,175th St (A),MTA Subway - 181st St (A),78
35453657,,Beach 44th St (A),,0
35453659,,Beach 60th St (A),,0
35453661,4c4bfb8c5609c9b6a204e091,Beach 105th St (A-S),MTA Subway - Beach 105th St (A/S),95
35453663,4c4bfb8c5609c9b6a204e091,Beach 98th St (A-S),MTA Subway - Beach 105th St (A/S),78
35453665,,Rockaway Park - Beach 116 St (A-S),,0
35453667,4c33a69fed37a5936bb56d03,Beach 90th St (A-S),MTA Subway - Beach 90th St (A/S),94
35453669,,Beach 36th St (A),,0
35453671,4debaa82091af392726e9633,Beach 25th St (A),MTA Subway - Beach 25th St (A),100
35453675,4bf4bd28d2fbef3bd9d5a4c5,Parsons Blvd (F),MTA Subway - Parsons Blvd (F),100
35453677,,169th St (F),,0
35453679,4be37fa5b02ec9b6b6d64fc0,103rd St - Corona Plaza (7),MTA Subway - 103rd St/Corona Plaza (7),92
35453681,4aee3aa5f964a5201bd321e3,111th St (7),MTA Subway - 111th St (7),100
35453683,4c66f1e5aebea5935aab74d0,63rd Dr - Rego Park (E-M-R),MTA Subway - 63rd Dr/Rego Park (M/R),84
35453685,4c255952f7ced13ac581246d,Grant Ave (A-S),MTA Subway - Grant Ave (A),92
35453687,4b129b4ff964a520458b23e3,79th St (1-2),MTA Subway - 79th St (1),91
35453689,4cf56c74c020b60c539d1a75,Atlantic Ave (L),MTA East New York Depot,31
35453693,4b2d93a9f964a5201fd924e3,Christopher St - Sheridan Sq (1-2),MTA Subway - W 4th St/Washington Sq (A/B/C/D/E/F/M),38
35453695,,E 149th St (6),,0
35453697,4bd6475c637ba593fe0cf870,Ozone Park - Lefferts Blvd (A-S),MTA Subway - Ozone Park/Lefferts Blvd (A),90
35453699,4adcd010f964a5206e3021e3,Times Sq - 42nd St (7-7 Express),MTA Subway - 42nd St/Bryant Park (B/D/F/M),46
35453701,4b17cc4bf964a52049c823e3,77th St (4-6-6 Express),MTA Subway - 77th St (6),64
35453703,4aa5c657f964a5206d4920e3,Woodside - 61st St (7-7 Express),LIRR - Woodside Station,47
35453705,4bd6475c637ba593fe0cf870,111th St (A-S),MTA Subway - Ozone Park/Lefferts Blvd (A),46
35453707,4b575c8df964a520993328e3,Flushing - Main St (7-7 Express),MTA Subway - Main St (7),58
35453711,4bd1b96a77b29c7439118d82,W 8th St - NY Aquarium (F-Q),MTA Subway - Coney Island/Stillwell Ave (D/F/N/Q),32
35453713,49e36914f964a5207b621fe3,28th St (1-2),Herald Square,15
35453715,4b57eacef964a5202c4628e3,28th St (4-6-6 Express),MTA Subway - 23rd St (6),47
35453717,,Pelham Bay Park (6-6 Express),,0
35453719,,Westchester Sq - E Tremont Ave (6-6 Express),,0
35453721,4b1724d4f964a520f6c223e3,18th St (1-2),MTA Subway - 18th St (1),91
35453723,42829c80f964a5206a221fe3,Grand Central - 42nd St (4-5-6-6 Express),Grand Central Terminal,68
35453725,42829c80f964a5206a221fe3,Grand Central - 42nd St (7-7 Express),Grand Central Terminal,68
35453729,,Canal St (4-6-6 Express),,0
35453731,,Beach 67th St (A),,0
35453733,4b2d93a9f964a5201fd924e3,W 4th St - Washington Sq (Upper) (A-C-E),MTA Subway - W 4th St/Washington Sq (A/B/C/D/E/F/M),61
35453735,,67th Ave (E-M-R),,0
35453737,4bc3670fb492d13a9bb2a860,85th St - Forest Pky (J),MTA Subway - 85th St/Forest Pkwy (J/Z),83
35453739,4bc3670fb492d13a9bb2a860,Woodhaven Blvd (J-Z),MTA Subway - 85th St/Forest Pkwy (J/Z),43
35453741,4bb09331f964a520f14c3ce3,111th St (J),MTA Subway - 111th St (J),100
35453743,4bb4ef3a29269c74e5d6ca92,121st St (J-Z),MTA Subway - 121st St (J/Z),92
35453747,4a513b17f964a520d2b01fe3,Sutphin Blvd - Archer Av (E-J-Z),LIRR - Jamaica Station,18
35453749,,Halsey St (L),,0
35453751,4b52cd44f964a5204d8827e3,Myrtle Ave (L),MTA Subway - Myrtle/Wyckoff Ave (L/M),57
35453753,4db9c0601e7251d53c6c819a,New Lots Ave (3-4),MTA Subway - Van Siclen Ave (3),62
35453755,4db9c0601e7251d53c6c819a,Van Siclen Ave (3-4),MTA Subway - Van Siclen Ave (3),94
35453757,4db9c0601e7251d53c6c819a,Pennsylvania Ave (3-4),MTA Subway - Van Siclen Ave (3),60
35453759,,Van Siclen Ave (A-C),,0
35453761,4c320866ed37a593da266b03,Van Siclen Ave (J-Z),MTA Subway - Van Siclen Ave (J/Z),95
35453765,4c320866ed37a593da266b03,Cleveland St (J),MTA Subway - Van Siclen Ave (J/Z),53
35453767,,Livonia Ave (L),,0
35453769,,Sutter Ave (L),,0
35453771,4b61a925f964a520231c2ae3,Junius St (3-4),MTA Subway - Rockaway Ave (3),35
35453773,4b61a925f964a520231c2ae3,Rockaway Ave (3-4),MTA Subway - Rockaway Ave (3),94
35453775,4b8f50d9f964a520365133e3,Canarsie - Rockaway Pkwy (L),MTA Subway - Canarsie/Rockaway Pkwy (L),92
35453777,4b8f50d9f964a520365133e3,E 105th St (L),MTA Subway - Canarsie/Rockaway Pkwy (L),35
35453779,,Saratoga Ave (3-4),,0
35453783,4b93d226f964a520625334e3,Sutter Ave - Rutland Road (3-4),MTA Subway - Sutter Ave/Rutland Rd (3),85
35453785,,New Lots Ave (L),,0
35453787,4c1bfde8013795217bfd46f3,Far Rockaway - Mott Ave (A),MTA Subway - Far Rockaway/Mott Ave (A),92
35453789,,Chauncey St (J-Z),,0
35453791,4cf56c74c020b60c539d1a75,Broadway Junction (J-Z),MTA East New York Depot,15
35453793,4b941318f964a520206634e3,Halsey St (J),MTA Subway - Halsey St (J/Z),92
35453795,4cf56c74c020b60c539d1a75,Alabama Ave (J),MTA East New York Depot,33
35453797,4c769e21b474a1cd737cbcbf,Shepherd Ave (A-C),MTA Subway - Shepherd Ave (A/C),94
35453801,4bcf23929854d13afd6df54d,Norwood Ave (J-Z),MTA Subway - Crescent St (J/Z),42
35453803,4bcf23929854d13afd6df54d,Crescent St (J-Z),MTA Subway - Crescent St (J/Z),94
35453805,,Cypress Hills (J),,0
35453807,,75th St - Eldert Ln (J-Z),,0
35453809,4b283971f964a520289124e3,69th St (7),MTA Subway - 74th St/Roosevelt Ave/Jackson Heights (E/F/M/R/7),45
35453811,4b283971f964a520289124e3,74th St - Broadway (7),MTA Subway - 74th St/Roosevelt Ave/Jackson Heights (E/F/M/R/7),36
35453813,4aa5c657f964a5206d4920e3,65th St (E-M-R),LIRR - Woodside Station,22
35453815,,Woodhaven Blvd - Queens Mall (E-M-R),,0
35453819,4b52cd44f964a5204d8827e3,Wyckoff Ave (M),MTA Subway - Myrtle/Wyckoff Ave (L/M),86
35453821,4b52cd44f964a5204d8827e3,Seneca Ave (M),MTA Subway - Myrtle/Wyckoff Ave (L/M),57
35453823,,DeKalb Ave (L),,0
35453825,,52nd St (7),,0
35453827,4b4bc4f9f964a52013a726e3,46th St (E-M-R),MTA Subway - Steinway St (M/R),57
35453829,,Northern Blvd (E-M-R),,0
35453831,4ab05286f964a520116720e3,46th St (7),MTA Subway - 46th St/Bliss St (7),63
35453833,4db188824b22ba776d845c6f,82nd St - Jackson Hts (7),MTA Subway - 82nd St/Jackson Heights (7),80
35453837,,90th St - Elmhurst Av (7),,0
35453839,4b9284f5f964a5205a0034e3,Grand Ave - Newtown (E-M-R),MTA Subway - Grand Ave/Newtown (M/R),84
35453841,4db188824b22ba776d845c6f,Elmhurst Ave (E-M-R),MTA Subway - 82nd St/Jackson Heights (7),33
35453843,4a7ead5ef964a5200cf21fe3,Howard Beach - JFK Airport (A),MTA Subway - Howard Beach/JFK Airport (A),93
35453845,4c5ac0202091a593ff0e60d0,Aqueduct - North Conduit Av (A),MTA Subway - Aqueduct/N Conduit Ave (A),84
35453847,4bb09331f964a520f14c3ce3,104th-102nd Sts (J-Z),MTA Subway - 111th St (J),60
35453849,4badc1bcf964a52047673be3,Briarwood - Van Wyck Blvd (E-F),MTA Subway - Briarwood/Van Wyck Blvd (E/F),90
35453851,4aedc59af964a520c3ce21e3,Forest Hills - 71st Av (E-F-M-R),LIRR - Forest Hills Station,33
35453855,4b606711f964a520dfe329e3,Sutphin Blvd (F),MTA Subway - Sutphin Blvd/Archer Ave/JFK Air Train (E/J/Z),75
35453857,4b844030f964a520622a31e3,Jamaica - Van Wyck (E),MTA Subway - Jamaica/Van Wyck (E),90
35453859,4bb7d95153649c74916146fb,Jamaica Ctr - Parsons / Archer (E-J-Z),MTA Subway - Jamaica Center/Parsons/Archer Ave (E/J/Z),76
35453861,4dbea69dfa8cee7273844c63,Simpson St (2-5),MTA Subway - Whitlock Ave (6),40
35453863,4dbea69dfa8cee7273844c63,Freeman St (2-5),MTA Subway - Whitlock Ave (6),26
35453865,4b8ca10bf964a520c5d832e3,225th St (2-5),MTA Subway - 219th St (2/5),78
35453867,,Elder Ave (6),,0
35453869,,Morrison Av - Soundview (6),,0
35453873,,Longwood Ave (6),,0
35453875,,Astoria Blvd (N-Q),,0
35453877,,Astoria - Ditmars Blvd (N-Q),,0
35453879,4ba8c654f964a520dbed39e3,Jackson Ave (2-5),MTA Subway - Jackson Ave (2/5),94
35453881,4ba8c654f964a520dbed39e3,Prospect Ave (2-5),MTA Subway - Jackson Ave (2/5),62
35453883,4bb0e484f964a52074673ce3,Cypress Ave (6),MTA Subway - Brook Ave (6),60
35453885,4dbea69dfa8cee7273844c63,Whitlock Ave (6),MTA Subway - Whitlock Ave (6),100
35453887,4de50905814df7ebdc24374e,Intervale Ave (2-5),ttmg Fan Spot - Southern Bl & Westchester Av (Longwood),47
35453891,,174th St (2-5),,0
35453893,4b498c79f964a5201e7126e3,Pelham Pkwy (2-5),MTA Subway - Pelham Parkway (2/5),82
35453895,,Allerton Ave (2-5),,0
35453897,,E 143rd St - St Mary's St (6),,0
35453899,4b261ec3f964a520977824e3,Kingsbridge Rd (4),MTA Subway - Fordham Rd (B/D),44
35453901,4aeca43cf964a520c9c921e3,Bedford Park Blvd - Lehman College (4),MTA Subway - Bedford Park Blvd/Lehman College (4),94
35453903,4b6038aef964a5209dda29e3,Harlem - 148 St (3),MTA Subway - Harlem/148th St (3),84
35453905,4b9f8632f964a520b52837e3,Mt Eden Ave (4),MTA Subway - Mount Eden Ave (4),93
35453909,4ad8795ff964a520a21121e3,Fordham Rd (B-D),Metro North - Fordham Train Station,56
35453911,4bbe01eef57ba5939ac1aeb9,170th St (4),MTA Subway - 167th St (4),91
35453913,4b261ec3f964a520977824e3,Kingsbridge Rd (B-D),MTA Subway - Fordham Rd (B/D),50
35453915,4aeca43cf964a520c9c921e3,Bedford Park Blvd (B-D),MTA Subway - Bedford Park Blvd/Lehman College (4),73
35453917,4e84b7b530f84cdd79adfed0,Marble Hill - 225th St (1),MTA Subway - 1 Train,30
35453919,,231st St (1),,0
35453921,4b3bb228f964a520077925e3,215th St (1),MTA Subway - Inwood/207th St (A),75
35453923,4b3bb228f964a520077925e3,207th St (1),MTA Subway - Inwood/207th St (A),91
35453927,4b3bb228f964a520077925e3,Inwood - 207th St (A),MTA Subway - Inwood/207th St (A),90
35453929,4aee747df964a520dcd321e3,238th St (1),MTA Subway - 242nd St/Van Cortlandt Park (1),50
35453931,4aee747df964a520dcd321e3,Van Cortlandt Park - 242nd St (1),MTA Subway - 242nd St/Van Cortlandt Park (1),80
35453933,4d7177152868f04d41128b07,West Farms Sq - E Tremont Av (2-5),MTA Subway - 5 Train,45
35453935,,St Lawrence Ave (6),,0
35453937,,Bronx Park East (2-5),,0
35453939,4b6f0c2af964a52063d92ce3,Gun Hill Rd (2-5),MTA Subway - Gun Hill Rd (2/5),94
35453941,4b8ca10bf964a520c5d832e3,219th St (2-5),MTA Subway - 219th St (2/5),92
35453945,,Mosholu Pkwy (4),,0
35453947,4c233b009085d13a6f7e87cc,Norwood - 205th St (D),MTA Subway - Norwood/205th St (D),90
35453949,,Burke Ave (2-5),,0
35453951,4c080a48009a0f47db78e5bf,Baychester Ave (5),MTA Subway - Baychester Ave (5),100
35453953,4c42562fe26920a1e8f65fe7,Eastchester - Dyre Ave (5),MTA Subway - Eastchester/Dyre Ave (5),92
35453955,4b047a25f964a5207d5422e3,Jamaica - 179th St (F),MTA Subway - 179th St (F),80
35453957,4b1f3c65f964a5200c2524e3,Wakefield - 241st St (2),MTA Subway - Wakefield/241st St (2),91
35453959,4bc10723920eb713b9161a2c,Botanic Garden (S),MTA Subway - Park Place (S),45
35453963,,Bushwick - Aberdeen (L),,0
35453965,5027e2d6e4b08ea91449864d,Wilson Ave (L),MTA Subway - Chauncey St J Train,23
35453967,4cf56c74c020b60c539d1a75,Broadway Junction (L),MTA East New York Depot,20
35453969,,Gun Hill Rd (5),,0
